"hist1";"hist2";"hist3";"hist4";"hist5";"hist6";"hist7";"hist8";"hist9";"hist10";"histn";"geo1";"geo2";"geo3";"geo4";"geo5";"geo6";"geo7";"geo8";"geo9";"geo10";"geon";"eco1";"eco2";"eco3";"eco4";"eco5";"eco6";"eco7";"eco8";"eco9";"eco10";"econ";"litt1";"litt2";"litt3";"litt4";"litt5";"litt6";"litt7";"litt8";"litt9";"litt10";"littn";"mat1";"mat2";"mat3";"mat4";"mat5";"mat6";"mat7";"mat8";"mat9";"mat10";"matn";"sport1";"sport2";"sport3";"sport4";"sport5";"sport6";"sport7";"sport8";"sport9";"sport10";"sportn";"sexe";"annee";"bac"
"121";"Le sphinx";"Angleterre";"Lisbonne";"Napoléon";"France";"Yuri Gagarine";"1500 ans";"Louis XIV";"Nanterre";"Cronos et Rhéa";7;"Cuba";"Les maoris";"Le pôle sud";"La Russie";"L'Allemagne";"La Russie";12;"La Volga";"Le Sri-Lanka";6;5;"Taxe";"La plupart des méthodes de production ne sont pas efficientes";"Adam Smith";"Le Krash boursier";"Un prix";"L’intérêt personnel et les prix";"La hausse des taxes";"La valeur de la meilleure opportunité que l’étudiant ne prend pas pour faire ses études";"Unité de compte";"La hausse du prix ne modifie pas la quantité consommée";8;"Le renard";"Le chat botté";"Un dé";"Jean-Baptiste";"Bucéphale";"Voltaire";"Cosette";"Florence";"Don Giovanni";"Un peintre";4;"exponentielle";"La découvert du photon";"La vitesse d’un objet dans le vide";"Nicolas Tesla";"La fission d’atomes d’uranium";"Gausse et Laplace";"L'ensemble des rationnels";"8 ème";"Multiplier une constante par une fraction ayant 0 au numérateur";7;2;"Italie";"La pétanque";"Le tennis";"200 points";"Bleue";"Les attaquants";16;5;1940;82;5;"Un homme";"L1";"Bac ES"
"122";"Le sphinx";"Angleterre";NA;"Napoléon II";"Angleterre";"Yuri Gagarine";"500 ans";"François 1er";"La Sorbonne";"Cronos et Rhéa";5;"Cuba";"Les aborigènes";"La Bretagne";"La Russie";"Le Royaume-Uni";"L'Allemagne";24;"Le Danube";"Le Kenya";8;7;"Taxe";"Les ressources sont limités";"Thomas Malthus";"La Crise des subprimes";"Un prix";"L’intérêt personnel et les prix";"La hausse du prix du baril de pétrole";"La valeur de la meilleure opportunité que l’étudiant ne prend pas pour faire ses études";"Redistributif";"La hausse du prix ne modifie pas la quantité consommée";9;"Le renard";"Hansel et Gretel";"Une photo";"Jean-Pierre";"Rossinante";"Rousseau";"Marie";"Florence";"La lettre à Élise";"Un compositeur d’opéra";5;"exponentielle";"La découvert du photon";"La vitesse de la lumière dans le vide";"Albert Einstein";"La fission d’atomes de plutonium";"Gausse et Laplace";"L'ensemble des réels";"5 ème";"Étudier la fonction √x sur ]-∞ à 0]";10;5;"Allemagne";"Le rugby à sept";"Le basket-ball";"300 points";"Bleue";"Les centraux";16;5;1940;75;4;"Un homme";"L3";"Bac S"
"123";"Le griffon";"Allemagne";"Bruxelles";"Napoléon";"Angleterre";"Neil Armstrong";"1000 ans";"Henri IV";"Nanterre";"Cronos et Rhéa";8;"Cuba";"Les maoris";"Le pôle nord";"La Turquie";"L'Allemagne";"L'Allemagne";24;"La Volga";"Le Kenya";6;7;"Taxe";"Les ressources sont limités";"Adam Smith";"Le Krash boursier";"Une quantité";"L’intérêt personnel et les prix";"La hausse des taxes";"La valeur de la meilleure opportunité que l’étudiant ne prend pas pour faire ses études";"Réserve de valeur";"La hausse du prix modifie la quantité consommée";6;"Le renard";"Le chat botté";"Une toupie";"Jean-Baptiste";"Rossinante";"Voltaire";"Cosette";"Vérone";"Don Giovanni";"Un peintre";8;"exponentielle";"Le mur du son est mesuré à Mach 1";"La vitesse de la lumière dans le vide";"Galilée";"La fission d’atomes d’uranium";"Laplace et Galton";"L'ensemble des complexes";"8 ème";"Étudier la fonction √x sur ]-∞ à 0]";6;5;"Italie";"Le surf";"Le volley-ball";"300 points";"Bleue";"Le goal";24;4;1903;72;6;"Un homme";"L1";"Bac S"
"124";"Le griffon";"Chine";"Rome";"Napoléon";"Angleterre";"Yuri Gagarine";"1500 ans";"François 1er";"Nanterre";"Cronos et Rhéa";7;"Cuba";"Les maoris";"Le pôle nord";"La Turquie";"L'Allemagne";"L'Allemagne";32;"La Volga";"La Tanzanie";6;8;"Taux";"Les ressources sont limités";"Adam Smith";"Le Krash boursier";"Un prix";"L’intérêt personnel et les prix";"La hausse des taxes";"La valeur de la meilleure opportunité que l’étudiant ne prend pas pour faire ses études";"Redistributif";"La hausse du prix ne modifie pas la quantité consommée";7;"Le renard";"Le chat botté";"Une toupie";"Jean-Baptiste";"Flicka";"Voltaire";"Cosette";"Florence";"Don Giovanni";"Un compositeur d’opéra";8;"exponentielle";"Le mur du son est mesuré à Mach 1";"La vitesse de la lumière dans le vide";"Galilée";"La fission d’atomes d’uranium";"Gausse et Laplace";"L'ensemble des complexes";"6 ème";"Une courbe ayant une ordonnée donnée pour 2 abcisses";6;6;"Italie";"La pétanque";"Le volley-ball";"300 points";"Orange";"Les attaquants";16;4;1896;82;8;"Un homme";"L3";"Bac ES"
"125";"Le griffon";"Chine";"Rome";"Napoléon";"Angleterre";"Yuri Gagarine";"1000 ans";"Henri IV";"Nanterre";"Cronos et Rhéa";10;"Cuba";"Les maoris";"Le pôle nord";"La Russie";"L'Allemagne";"La Russie";24;"La Loire";"Le Monténégro";8;7;"Taxe";"Les ressources sont limités";"Adam Smith";"Le Krash boursier";"Un prix";"L’intérêt personnel et les prix";"La hausse du prix du baril de pétrole";"La valeur de la meilleure opportunité que l’étudiant ne prend pas pour faire ses études";"Redistributif";"La hausse du prix modifie la quantité consommée";9;"Le renard";"Le Petit Poucet";"Une toupie";"Jean-Baptiste";NA;"Voltaire";"Cosette";"Vérone";NA;NA;7;"exponentielle";"Le mur du son est mesuré à Mach 1";"La vitesse de la lumière dans le vide";"Albert Einstein";"La fission d’atomes d’uranium";NA;"L'ensemble des réels";"8 ème";"Multiplier une constante par une fraction ayant 0 au numérateur";NA;7;"Italie";"La pétanque";"Le volley-ball";"300 points";"Bleue";"Les attaquants";24;4;1896;NA;8;"Un homme";"L1";"Bac ES"
"126";"Le griffon";"Chine";"Rome";"Napoléon";"Angleterre";"Yuri Gagarine";"1500 ans";"François 1er";"Nanterre";"Cronos et Rhéa";7;"Cuba";"Les maoris";"Le pôle nord";"La Turquie";"L'Allemagne";"L'Allemagne";32;"La Volga";"La Tanzanie";6;8;"Taux";"Les ressources sont limités";"Adam Smith";"Le Krash boursier";"Un prix";"L’intérêt personnel et les prix";"La hausse des taxes";"La valeur de la meilleure opportunité que l’étudiant ne prend pas pour faire ses études";"Redistributif";"La hausse du prix ne modifie pas la quantité consommée";7;"Le renard";"Le chat botté";"Une toupie";"Jean-Baptiste";"Flicka";"Voltaire";"Cosette";"Florence";"Don Giovanni";"Un compositeur d’opéra";8;"exponentielle";"Le mur du son est mesuré à Mach 1";"La vitesse de la lumière dans le vide";"Galilée";"La fission d’atomes d’uranium";"Gausse et Laplace";"L'ensemble des complexes";"6 ème";"Une courbe ayant une ordonnée donnée pour 2 abcisses";6;6;"Italie";"La pétanque";"Le volley-ball";"300 points";"Orange";"Les attaquants";16;4;1896;82;8;"Un homme";"L3";"Bac ES"
"127";"Le griffon";"France";"Rome";"Louis XVI";"Angleterre";"Yuri Gagarine";"1000 ans";"Henri IV";"La Sorbonne";"Cronos et Rhéa";8;"Cuba";"Les maoris";"Le pôle sud";"La Russie";"L'Allemagne";"La Chine";24;"Le Rhin";"La Tanzanie";8;8;"Taxe";"Les ressources sont limités";"Adam Smith";"Une Crise monétaire";"Une quantité";"L’intérêt personnel et les prix";"La hausse des taxes";"La valeur de la meilleure opportunité que l’étudiant ne prend pas pour faire ses études";"Redistributif";"La hausse du prix modifie la quantité consommée";8;"Le renard";"Le Petit Poucet";"Une toupie";"Jean-Baptiste";"Rossinante";"Voltaire";"Cosette";"Florence";"Don Giovanni";"Un compositeur d’opéra";7;"exponentielle";"La découvert du photon";"La vitesse de la lumière dans le vide";"Galilée";"La fission d’atomes d’uranium";"Gausse et Galton";"L'ensemble des complexes";"6 ème";"Étudier la fonction √x sur ]-∞ à 0]";7;5;"Italie";"La pétanque";"Le tennis";"300 points";"Bleue";"Les attaquants";16;4;1903;88;9;"Un homme";"L2";"Bac S"
"128";"Le sphinx";"Allemagne";"Rome";"Napoléon";"Angleterre";"Yuri Gagarine";"1000 ans";"Henri IV";"La Sorbonne";"Cronos et Rhéa";9;"Cuba";"Les maoris";"Le pôle nord";"La Turquie";"L'Allemagne";"L'Allemagne";24;"La Volga";"La Tanzanie";6;8;"Taxe";"Les ressources sont limités";"Adam Smith";"Le Krash boursier";"Un prix";"Les entreprises";"La hausse du coût du transport";"La valeur de la meilleure opportunité que l’étudiant ne prend pas pour faire ses études";"Redistributif";"La hausse du prix modifie la quantité consommée";7;"Le renard";"Le Petit Poucet";"Un dé";"Jean-Baptiste";"Rossinante";"Voltaire";"Cosette";"Vérone";"Don Giovanni";"Un peintre";6;"exponentielle";"Le mur du son est mesuré à Mach 1";"La vitesse de la lumière dans le vide";"Galilée";"La fission d’atomes d’uranium";"Gausse et Galton";"L'ensemble des réels";"8 ème";"Étudier la fonction √x sur ]-∞ à 0]";6;5;"France";"La pétanque";"Le handball";"300 points";"Bleue";"Le goal";16;6;1896;88;7;"Un homme";"L1";"Bac ES"
"129";"Le sphinx";"Allemagne";"Rome";"Louis XVII";"Angleterre";"Yuri Gagarine";"1000 ans";"Louis XIV";"Nanterre";"Cronos et Rhéa";6;"Cuba";"Les maoris";"Le pôle sud";"La Russie";"L'Allemagne";"L'Allemagne";24;"Le Rhin";"Le Kenya";6;7;"Taxe";"Les ressources sont limités";"Adam Smith";"Une Crise monétaire";"Une quantité";"Les entreprises";"La hausse du prix du baril de pétrole";"Zéro pour les étudiants qui gagneront un meilleur salaire grâce à leurs études";"Redistributif";"Un bien dont le prix ne peut pas varier";5;"Le renard";"Hansel et Gretel";"Une toupie";"Jean-Baptiste";"Flicka";"Voltaire";"Cosette";"Vérone";"Fidelio";"Un peintre";7;"exponentielle";"La découvert du photon";"La vitesse d’un objet dans le vide";"Galilée";"La fusion d’atomes de plutonium";"Gausse et Laplace";"L'ensemble des réels";"8 ème";"Étudier la fonction √x sur ]-∞ à 0]";7;4;"Italie";"Le surf";"Le volley-ball";"300 points";"Bleue";"Le goal";8;5;1903;72;8;"Un homme";"L2";"Bac ES"
"130";"Le griffon";"Angleterre";"Rome";"Napoléon";"France";"Neil Armstrong";"1000 ans";"François 1er";"La Sorbonne";"Cronos et Rhéa";5;"Cuba";"Les maoris";"Le pôle nord";"La Turquie";"L'Allemagne";"L'Allemagne";12;"Le Danube";"Le Sri-Lanka";6;7;"Taxe";"Les ressources sont limités";"Adam Smith";"Le Krash boursier";"Un prix";"L’intérêt personnel et les prix";"La hausse des taxes";"La valeur de la meilleure opportunité que l’étudiant ne prend pas pour faire ses études";"Redistributif";"La baisse du prix modifie la quantité consommée";6;"Le renard";"Le chat botté";"Un dé";"Jean-Pierre";"Bucéphale";"Voltaire";"Cosette";"Vérone";"La lettre à Élise";"Un écrivain";3;"exponnentiel";"La découvert du photon";"La vitesse d’un objet dans le vide";"Galilée";"La fusion d’atomes de plutonium";"Gausse et Galton";"L'ensemble des réels";"8 ème";"La somme de tout les entiers positif (donc de 1 à +∞) est égal à -1/12";7;4;"Italie";"Le surf";"Le volley-ball";"200 points";"Jaune";"Les attaquants";16;4;1940;88;8;"Un homme";"L1";"Bac ES"
"131";"Le griffon";"Chine";"Bruxelles";"Napoléon II";"Angleterre";"Neil Armstrong";"1000 ans";"François 1er";"Panthéon-Assas";"Hypérion et Rhéa";4;"Cuba";"Les mahorais";"Le pôle nord";"La Russie";"L'Allemagne";"L'Allemagne";24;"Le Rhin";"Le Kenya";6;4;"Taxe";"Les ressources sont limités";"Adam Smith";"Le Krash boursier";"Un prix";"L’intérêt personnel et les prix";"La hausse du prix du baril de pétrole";"La valeur de la meilleure opportunité que l’étudiant ne prend pas pour faire ses études";"Redistributif";"La hausse du prix modifie la quantité consommée";7;"Le renard";"Le chat botté";"Une photo";"Jean-Pierre";"Rossinante";"Voltaire";"Cosette";"Florence";"Don Giovanni";"Un couturier";5;"exponentielle";"Le mur du son est mesuré à Mach 1";"La vitesse de rotation de la terre";"Galilée";"La fission d’atomes de plutonium";"Gausse et Laplace";"L'ensemble des réels";"7 ème";"Étudier la fonction √x sur ]-∞ à 0]";6;2;"Italie";"Le surf";"Le volley-ball";"200 points";"Bleue";"Le goal";12;4;1903;75;2;"Un homme";"L2";"Bac ES"
"132";"Le griffon";"Allemagne";"Rome";"Napoléon";"Angleterre";"Yuri Gagarine";"1000 ans";"Henri IV";"La Sorbonne";"Cronos et Rhéa";6;"Cuba";"Les maoris";"L'équateur";"La Turquie";"L'Allemagne";"L'Allemagne";12;"Le Danube";"La Tanzanie";6;4;"Taxe";"Les ressources sont limités";"Adam Smith";"Le Krash boursier";"Un type de production";"L’intérêt personnel et les prix";"La hausse du prix du baril de pétrole";"La valeur de la meilleure opportunité que l’étudiant ne prend pas pour faire ses études";"Redistributif";"La baisse du prix modifie la quantité consommée";3;"Le renard";"Le chat botté";"Une photo";"Jean-Baptiste";"Bucéphale";"Voltaire";"Fantine";"Vérone";"l’hymne à la joie";"Un compositeur d’opéra";4;"exponentielle";"Le mur du son est mesuré à Mach 1";"La vitesse de rotation de la terre";"Galilée";"La fission d’atomes d’uranium";"Gausse et Laplace";"L'ensemble des complexes";"7 ème";"La somme de tout les entiers positif (donc de 1 à +∞) est égal à -1/12";7;3;"Italie";"Le surf";"Le volley-ball";"200 points";"Verte";"Le goal";12;4;1903;82;1;"Une femme";"L2";"Bac ES"
